word	start_time	end_time
the	497.54	497.64
body	497.70	498.00
splits	498.06	498.38
the	498.44	498.54
difference	498.58	498.96
and	499.02	499.12
rests	499.20	499.46
twice,	499.54	499.90
with	500.28	500.42
a	500.46	500.50
window	500.56	500.88
of	500.92	501.00
wakefulness	501.06	501.64
in	501.72	501.80
between.	501.84	502.22
give	503.23	503.39
it	503.43	503.49
a	503.53	503.57
six	503.65	503.87
hour	503.89	504.13
tropical	504.19	504.63
night	504.69	504.87
instead,	504.93	505.39
the	505.69	505.81
kind	505.85	506.05
the	506.09	506.17
hodza	506.21	506.63
and	506.71	506.79
the	506.81	506.89
sand	506.95	507.21
have	507.23	507.33
always	507.39	507.65
slept	507.71	507.99
under,	508.09	508.29
and	508.65	508.75
it	508.79	508.85
sleeps	508.91	509.21
once,	509.39	509.55
straight	509.97	510.25
through,	510.29	510.59
with	510.91	511.05
nothing	511.13	511.41
left	511.47	511.69
over	511.77	511.91
to	511.95	512.03
spend	512.09	512.37
on	512.43	512.51
a	512.55	512.59
watch.	512.63	512.95
your	514.03	514.81
247	514.95	515.13
am	515.23	515.57
is	515.71	515.79
not	515.85	516.01
a	516.05	516.09
fossil	516.15	516.53
passed	516.57	516.87
down	516.91	517.15
unchanged	517.29	517.79
from	517.84	517.96
the	518.00	518.05
pleistocene.	518.10	518.74
it	519.75	519.84
is	519.89	519.96
something	520.00	520.32
closer	520.38	520.74
to	520.80	520.88
a	520.94	521.02
relationship,	521.04	521.70
between	522.12	522.42
your	522.44	522.56
biology	522.60	523.18
and	523.28	523.36
the	523.40	523.48
length	523.52	523.74
of	523.76	523.82
your	523.84	523.96
particular	524.00	524.48
night,	524.52	524.76
and	525.18	525.26
right	525.32	525.52
now,	525.56	525.78
in	526.18	526.24
your	526.28	526.44
particular	526.48	526.96
life,	527.00	527.26
that	527.62	527.74
relationship	527.78	528.42
has	528.46	528.56
been	528.60	528.74
quietly	528.80	529.20
broken	529.24	529.60
in	529.66	529.74
a	529.78	529.82
way	529.86	530.04
nobody	530.12	530.44
fully	530.52	530.80
saw	530.86	531.06
coming.	531.12	531.40
this	532.44	532.62
is	532.68	532.76
the	532.82	532.90
part	532.94	533.16
almost	533.26	533.54
nobody	533.64	533.96
talks	534.02	534.28
about.	534.36	534.62
we	535.64	535.74
did	535.78	535.90
not	535.94	536.12
just	536.16	536.36
shorten	536.46	536.74
the	536.78	536.86
night.	536.90	537.10
we	538.14	538.28
flooded	538.36	538.68
what	538.72	538.86
was	538.90	539.02
left	539.08	539.32
of	539.36	539.42
it	539.48	539.54
with	539.58	539.72
light	539.78	540.00
from	540.04	540.16
the	540.18	540.26
inside,	540.34	540.82
with	541.12	541.26
screens,	541.32	541.78
street	542.14	542.38
lamps,	542.44	542.70
and	543.10	543.20
bulbs	543.28	543.60
casting	543.66	544.08
nearly	544.12	544.42
a	544.46	544.50
thousand	544.56	544.96
times	545.00	545.30
the	545.36	545.46
brightness	545.50	545.94
our	546.00	546.10
biology	546.12	546.68
evolved	546.76	547.12
to	547.16	547.28
expect	547.32	547.73
after	547.80	548.02
sunset.	548.09	548.54
that	549.57	549.75
light	549.80	550.02
suppresses	550.07	550.61
melatonin	550.64	551.23
late	551.25	551.47
into	551.49	551.67
the	551.69	551.79
evening,	551.87	552.15
and	552.49	552.59
an	552.63	552.69
alarm	552.75	553.07
clock	553.11	553.39
cuts	553.49	553.71
the	553.77	553.85
morning	553.89	554.15
short	554.21	554.47
before	554.53	554.83
the	554.87	554.95
body	554.99	555.29
is	555.39	555.45
finished.	555.51	555.91
we	556.93	557.03
have	557.07	557.19
built	557.23	557.43
a	557.51	557.55
night	557.61	557.81
tube	557.87	558.07
right	558.15	558.35
to	558.39	558.49
fully	558.53	558.81
rest	558.89	559.13
in	559.27	559.37
and	559.45	559.55
too	559.61	559.79
short	559.87	560.13
to	560.17	560.27
fully	560.33	560.57
recover	560.63	560.99
from,	561.03	561.23
then	561.63	561.77
we	561.81	561.93
act	562.05	562.19
surprised	562.23	562.73
when	562.77	562.91
something	562.97	563.27
cracks	563.34	563.65
open	563.75	563.96
in	563.98	564.04
the	564.06	564.14
middle	564.18	564.40
of	564.42	564.48
it	564.54	564.62
at	564.66	564.74
247.	565.08	565.68
which	566.72	566.90
means	566.96	567.22
waking	567.30	567.62
at	567.68	567.74
that	567.78	567.92
hour	567.96	568.26
is	568.36	568.44
not,	568.50	568.78
by	569.04	569.18
itself,	569.24	569.64
a	569.98	570.02
malfunction.	570.06	570.68
it	571.73	571.79
might	571.85	572.03
be	572.05	572.17
the	572.21	572.29
most	572.33	572.53
honest	572.61	572.91
thing	572.97	573.15
your	573.19	573.33
body	573.37	573.65
does	573.69	573.91
all	573.97	574.11
day.	574.15	574.37
it	575.45	575.51
may	575.57	575.73
be	575.77	575.87
your	575.91	576.05
nervous	576.09	576.39
system	576.43	576.77
attempting	576.81	577.21
an	577.25	577.33
old	577.43	577.61
half	577.87	578.09
remembered	578.13	578.51
negotiation.	578.55	579.31
first	579.71	579.95
sleep,	580.03	580.35
a	580.67	580.73
watch,	580.77	581.09
second	581.51	581.83
sleep,	581.87	582.19
except	582.57	582.91
now	582.97	583.15
there	583.21	583.37
is	583.41	583.47
no	583.55	583.69
fire	583.79	584.09
to	584.13	584.23
sit	584.29	584.47
by,	584.53	584.77
no	585.11	585.25
household	585.31	585.79
stirring	585.83	586.17
quietly	586.23	586.63
around	586.69	586.97
you,	587.01	587.15
no	587.45	587.61
ritual	587.67	588.03
built	588.05	588.27
to	588.29	588.39
fill	588.46	588.63
that	588.67	588.79
hour	588.84	589.12
with	589.17	589.29
meaning.	589.36	589.65
just	590.68	590.90
a	590.98	591.02
phone,	591.06	591.44
a	591.68	591.72
glowing	591.74	592.06
rectangle	592.12	592.64
in	592.68	592.74
the	592.76	592.86
dark,	592.88	593.18
doing	593.52	593.76
nothing	593.82	594.10
your	594.12	594.28
ancestors	594.36	594.92
fire	595.00	595.34
and	595.38	595.46
voices	595.52	595.92
ever	596.06	596.22
did	596.26	596.44
for	596.48	596.60
them.	596.64	596.80
modern	597.87	598.21
sleep	598.25	598.51
medicine	598.55	598.98
even	599.12	599.29
has	599.34	599.48
a	599.54	599.56
clinical	599.62	599.98
name	600.04	600.24
for	600.28	600.38
this	600.40	600.56
exact	600.64	601.00
pattern,	601.06	601.42
sleep	601.80	602.06
maintenance	602.10	602.52
in	602.56	602.66
somia,	602.72	603.14
one	603.54	603.62
of	603.64	603.70
the	603.74	603.82
most	603.86	604.02
commonly	604.10	604.46
diagnosed	604.50	605.06
sleep	605.14	605.38
complaints	605.40	605.88
in	605.94	606.02
adults	606.06	606.40
today.	606.42	606.74
doctors	607.78	608.18
prescribed	608.24	608.68
melatonin,	608.72	609.36
sedatives,	609.75	610.23
sometimes	610.59	611.07
both,	611.15	611.43
to	611.75	611.87
flatten	611.93	612.27
a	612.31	612.35
rhythm	612.39	612.65
that,	612.69	612.91
in	613.25	613.33
a	613.37	613.41
different	613.45	613.75
century,	613.81	614.23
would	614.49	614.63
have	614.67	614.77
simply	614.81	615.11
been	615.15	615.31
called	615.35	615.61
tuesday	615.67	616.05
night.	616.11	616.35
we	617.37	617.49
medicated	617.53	618.07
an	618.13	618.19
inheritance	618.25	618.85
because	618.95	619.19
we	619.23	619.35
forgot	619.39	619.73
it	619.75	619.81
was	619.85	619.97
one.	620.13	620.27
the	621.27	621.38
watch	621.41	621.70
did	621.76	621.90
not	621.94	622.10
vanish	622.18	622.56
because	622.64	622.90
your	622.94	623.08
biology	623.10	623.66
changed.	623.72	624.18
it	625.21	625.29
vanished	625.35	625.75
because	625.79	626.07
everything	626.17	626.53
that	626.57	626.71
used	626.83	626.97
to	626.99	627.07
surround	627.11	627.41
the	627.45	627.53
hour	627.57	627.83
disappeared	627.87	628.39
first,	628.45	628.79
the	629.19	629.31
firelight,	629.35	629.85
the	630.15	630.27
company,	630.31	630.69
the	631.03	631.15
unspoken	631.23	631.77
permission	631.81	632.23
to	632.25	632.37
simply	632.43	632.73
be	632.77	632.89
awake	632.93	633.23
without	633.27	633.57
needing	633.63	633.91
a	633.97	634.01
reason	634.07	634.41
or	634.57	634.67
a	634.71	634.75
diagnosis.	634.79	635.51
what	636.63	636.77
is	636.83	636.91
left	636.97	637.17
now	637.25	637.49
is	637.59	637.67
the	637.71	637.79
waking	637.81	638.11
itself,	638.17	638.53
stripped	638.93	639.25
of	639.29	639.35
everything	639.43	639.79
that	639.81	639.93
once	640.07	640.21
made	640.27	640.43
it	640.49	640.53
feel	640.59	640.83
ordinary	640.91	641.31
instead	641.37	641.69
of	641.73	641.79
broken.	641.83	642.19
you	643.23	643.33
are	643.39	643.49
not	643.53	643.69
malfunctioning	643.75	644.43
at	644.49	644.59
247	644.93	645.55
in	645.59	645.65
the	645.67	645.75
morning.	645.79	646.07
you	647.11	647.25
are	647.33	647.43
alone,	647.49	647.83
for	648.15	648.25
the	648.29	648.37
first	648.41	648.63
time	648.67	648.89
in	648.95	649.01
human	649.07	649.35
history,	649.39	649.77
inside	650.19	650.59
an	650.63	650.71
hour	650.77	651.03
that	651.09	651.21
was	651.25	651.37
never	651.43	651.63
designed	651.69	652.09
to	652.11	652.17
be	652.21	652.31
spent	652.35	652.59
alone.	652.65	652.93
the	653.99	654.09
ceiling	654.15	654.47
above	654.53	654.77
you	654.79	654.91
has	654.96	655.10
not	655.13	655.32
changed	655.38	655.77
since	655.86	656.05
the	656.10	656.17
moment	656.22	656.50
you	656.52	656.66
fell	656.70	656.90
asleep.	656.94	657.30
but	658.28	658.40
the	658.44	658.54
silence	658.60	659.04
filling	659.10	659.38
the	659.42	659.50
room	659.54	659.72
is	659.80	659.88
doing	659.90	660.16
something	660.22	660.52
your	660.56	660.70
ancestors	660.80	661.34
would	661.38	661.50
have	661.54	661.64
filled	661.68	661.94
instead,	661.98	662.44
with	662.82	662.96
a	663.00	663.04
low	663.08	663.28
voice,	663.34	663.66
a	664.06	664.12
half	664.18	664.36
finished	664.40	664.70
story,	664.76	665.10
a	665.42	665.46
prayer	665.50	665.74
murmured	665.78	666.12
near	666.16	666.34
a	666.38	666.42
dying	666.48	666.80
fire.	666.88	667.18
you	668.24	668.36
are	668.42	668.52
simply	668.58	668.88
lying	668.94	669.24
inside	669.30	669.68
a	669.72	669.76
much	669.80	670.00
older	670.12	670.37
hour	670.40	670.66
than	670.73	670.87
you	670.90	671.02
realized,	671.07	671.61
in	671.95	672.03
a	672.07	672.09
body	672.15	672.47
still	672.51	672.75
keeping	672.79	673.11
a	673.15	673.19
kind	673.23	673.45
of	673.49	673.55
time	673.59	673.85
the	673.89	673.99
rest	674.03	674.23
of	674.25	674.31
your	674.35	674.47
life	674.49	674.69
forgot,	674.71	675.07
waiting	675.41	675.69
for	675.75	675.87
a	675.91	675.95
companion	675.99	676.53
that	676.55	676.69
electricity	676.73	677.33
quietly	677.41	677.81
switched	677.89	678.21
off.	678.33	678.49
